title,genres,year
Manny & Lo,Drama,1996
"Wife, The",Comedy/Drama,1995
Small Faces,Drama,1996
Bound,Crime/Drama,1996
Carpool,Comedy/Crime,1996
Death In Brunswick,Comedy,1991
Kansas City,Crime/Drama,1996
Gone Fishin',Comedy,1997
Lover'S Knot,Comedy,1996
Killer: A Journal Of Murder,Crime/Drama,1995
Nothing To Lose,Action/Crime,1994
Girls Town,Comedy/Drama,1996
Bye-Bye,Drama,1995
"Relic, The",Horror/Thriller,1997
"Island Of Dr. Moreau, The",Sci-Fi/Thriller,1996
First Kid,Children/Comedy,1996
"Trigger Effect, The",Drama/Thriller,1996
Sweet Nothing,Drama,1996
Bogus,Children/Drama,1996
Bulletproof,Action/Comedy,1996
Talk Of Angels,Drama,1998
Land Before Time Iii: The Time Of The Great Giving,Adventure/Animation,1995
Twelfth Night,Comedy/Drama,1996
Mother Night,Drama,1996
Liebelei,Romance,1933
Venice/Venice,Drama,1992
For Whom The Bell Tolls,Adventure/Drama,1943
"Philadelphia Story, The",Comedy/Drama,1940
Singin' In The Rain,Comedy/Musical,1952
"American In Paris, An",Musical/Romance,1951
Funny Face,Comedy/Musical,1957
Breakfast At Tiffany'S,Drama/Romance,1961
Vertigo,Drama/Mystery,1958
Rear Window,Mystery/Thriller,1954
It Happened One Night,Comedy/Romance,1934
Gaslight,Drama/Thriller,1944
"Gay Divorcee, The",Comedy/Musical,1934
North By Northwest,Action/Adventure,1959
"Apartment, The",Comedy/Drama,1960
Some Like It Hot,Comedy/Crime,1959
Charade,Comedy/Crime,1963
Casablanca,Drama/Romance,1942
"Maltese Falcon, The",Film-Noir/Mystery,1941
My Fair Lady,Comedy/Drama,1964
Sabrina,Comedy/Romance,1954
Roman Holiday,Comedy/Drama,1953
"Little Princess, The",Children/Drama,1939
Meet Me In St. Louis,Musical,1944
"Wizard Of Oz, The",Adventure/Children,1939
Gone With The Wind,Drama/Romance,1939
My Favorite Year,Comedy,1982
Citizen Kane,Drama/Mystery,1941
2001: A Space Odyssey,Adventure/Drama,1968
Golden Earrings,Adventure/Romance,1947
All About Eve,Drama,1950
"Women, The",Comedy,1939
Rebecca,Drama/Mystery,1940
Foreign Correspondent,Drama/Film-Noir,1940
Notorious,Film-Noir/Romance,1946
Spellbound,Mystery/Romance,1945
"Affair To Remember, An",Drama/Romance,1957
To Catch A Thief,Crime/Mystery,1955
Father Of The Bride,Comedy,1950
"Band Wagon, The",Comedy/Musical,1953
Ninotchka,Comedy/Romance,1939
Love In The Afternoon,Comedy/Romance,1957
Gigi,Musical,1958
"Reluctant Debutante, The",Comedy/Drama,1958
"Adventures Of Robin Hood, The",Action/Adventure,1938
"Mark Of Zorro, The",Adventure,1940
Laura,Crime/Film-Noir,1944
"Ghost And Mrs. Muir, The",Drama/Fantasy,1947
Lost Horizon,Drama,1937
Top Hat,Comedy/Musical,1935
To Be Or Not To Be,Comedy/Drama,1942
My Man Godfrey,Comedy/Romance,1936
Giant,Drama/Romance,1956
East Of Eden,Drama,1955
"Thin Man, The",Comedy/Crime,1934
His Girl Friday,Comedy/Romance,1940
Around The World In 80 Days,Adventure/Comedy,1956
It'S A Wonderful Life,Drama/Fantasy,1946
Mr. Smith Goes To Washington,Drama,1939
Bringing Up Baby,Comedy/Romance,1938
Penny Serenade,Drama/Romance,1941
"Scarlet Letter, The",Drama,1926
Lady Of Burlesque,Comedy/Mystery,1943
Of Human Bondage,Drama,1934
Angel On My Shoulder,Crime/Drama,1946
Little Lord Fauntleroy,Drama,1936
"Inspector General, The",Musical,1949
Angel And The Badman,Romance/Western,1947
"39 Steps, The",Drama/Mystery,1935
"Walk In The Sun, A",War,1945
"Outlaw, The",Western,1943
Night Of The Living Dead,Horror/Sci-Fi,1968
"African Queen, The",Adventure/Comedy,1951
Beat The Devil,Adventure/Comedy,1953
Cat On A Hot Tin Roof,Drama,1958
"Last Time I Saw Paris, The",Drama,1954
Meet John Doe,Comedy/Drama,1941
Algiers,Drama/Romance,1938
Something To Sing About,Comedy/Musical,1937
"Farewell To Arms, A",Romance/War,1932
Moonlight Murder,Mystery,1936
Nothing Personal,Drama/War,1995
Dangerous Ground,Drama,1997
Picnic,Drama,1955
Madagascar Skin,Romance,1995
"Pompatus Of Love, The",Comedy/Drama,1996
Small Wonders,Documentary,1995
Fly Away Home,Adventure/Children,1996
Bliss,Drama/Romance,1997
Grace Of My Heart,Comedy/Drama,1996
Maximum Risk,Action/Adventure,1996
Michael Collins,Drama,1996
"Rich Man'S Wife, The",Thriller,1996
Infinity,Drama,1996
Big Night,Comedy/Drama,1996
Last Man Standing,Action/Crime,1996
Caught,Drama/Thriller,1996
Set It Off,Action/Crime,1996
2 Days In The Valley,Crime/Film-Noir,1996
Curdled,Crime,1996
Ed'S Next Move,Comedy/Romance,1996
Extreme Measures,Drama/Thriller,1996
"Glimmer Man, The",Action/Thriller,1996
D3: The Mighty Ducks,Children/Comedy,1996
"Chamber, The",Drama,1996
"Apple Dumpling Gang, The",Children/Comedy,1975
"Davy Crockett, King Of The Wild Frontier",Adventure/Western,1955
Escape To Witch Mountain,Adventure/Children,1975
"Love Bug, The",Children/Comedy,1969
Herbie Rides Again,Adventure/Children,1974
Old Yeller,Children/Drama,1957
"Parent Trap, The",Children/Comedy,1961
Pollyanna,Children/Comedy,1960
Homeward Bound: The Incredible Journey,Adventure/Children,1993
"Shaggy Dog, The",Children/Comedy,1959
Swiss Family Robinson,Adventure/Children,1960
That Darn Cat!,Children/Comedy,1965
"20,000 Leagues Under The Sea",Adventure/Drama,1954
Cool Runnings,Comedy,1993
Angels In The Outfield,Children/Comedy,1994
Cinderella,Animation/Children,1950
Winnie The Pooh And The Blustery Day,Animation/Children,1968
"Three Caballeros, The",Animation/Children,1945
"Sword In The Stone, The",Animation/Children,1963
So Dear To My Heart,Children/Drama,1949
Robin Hood: Prince Of Thieves,Adventure/Drama,1991
Mary Poppins,Children/Comedy,1964
Dumbo,Animation/Children,1941
Pete'S Dragon,Adventure/Animation,1977
Bedknobs And Broomsticks,Adventure/Children,1971
Alice In Wonderland,Adventure/Animation,1951
"Fox And The Hound, The",Animation/Children,1981
Freeway,Comedy/Crime,1996
"Sound Of Music, The",Musical/Romance,1965
Die Hard,Action/Crime,1988
"Lawnmower Man, The",Action/Horror,1992
Unhook The Stars,Drama,1996
Synthetic Pleasures,Documentary,1995
"Secret Agent, The",Drama,1996
Secrets & Lies,Drama,1996
That Thing You Do!,Comedy/Drama,1996
To Gillian On Her 37Th Birthday,Drama/Romance,1996
Surviving Picasso,Drama,1996
Love Is All There Is,Comedy/Drama,1996
Beautiful Thing,Drama/Romance,1996
"Long Kiss Goodnight, The",Action/Drama,1996
"Ghost And The Darkness, The",Action/Adventure,1996
Looking For Richard,Documentary/Drama,1996
Trees Lounge,Drama,1996
"Proprietor, The",Drama,1996
Normal Life,Crime/Drama,1996
Get On The Bus,Drama,1996
Shadow Conspiracy,Thriller,1997
Jude,Drama,1996
Everyone Says I Love You,Comedy/Musical,1996
William Shakespeare'S Romeo + Juliet,Drama/Romance,1996
Swingers,Comedy/Drama,1996
Sleepers,Thriller,1996
"Sunchaser, The",Drama,1996
Johns,Drama,1996
Aladdin And The King Of Thieves,Animation/Children,1996
Five Angles On Murder,Mystery,1950
Shall We Dance,Comedy/Musical,1937
"Damsel In Distress, A",Comedy/Musical,1937
Crossfire,Crime/Film-Noir,1947
"Murder, My Sweet",Crime/Film-Noir,1944
Macao,Adventure,1952
For The Moment,Romance/War,1994
Willy Wonka & The Chocolate Factory,Children/Comedy,1971
"Innocents, The",Drama/Horror,1961
Sleeper,Comedy/Sci-Fi,1973
Bananas,Comedy/War,1971
"Fish Called Wanda, A",Comedy/Crime,1988
Monty Python'S Life Of Brian,Comedy,1979
Victor/Victoria,Comedy/Musical,1982
"Candidate, The",Drama,1972
"Great Race, The",Comedy/Musical,1965
Bonnie And Clyde,Crime/Drama,1967
"Old Man And The Sea, The",Adventure/Drama,1958
Dial M For Murder,Crime/Mystery,1954
Madame Butterfly,Musical,1995
Dirty Dancing,Drama/Musical,1987
Reservoir Dogs,Crime/Mystery,1992
Platoon,Drama/War,1986
Weekend At Bernie'S,Comedy,1989
Basic Instinct,Crime/Mystery,1992
"Doors, The",Drama,1991
"Crying Game, The",Drama/Romance,1992
Glengarry Glen Ross,Drama,1992
Sophie'S Choice,Drama,1982
E.T. The Extra-Terrestrial,Children/Drama,1982
"Search For One-Eye Jimmy, The",Comedy,1996
"Christmas Carol, A",Children/Drama,1938
Days Of Thunder,Action/Drama,1990
Top Gun,Action/Romance,1986
American Strays,Action,1996
Rebel Without A Cause,Drama,1955
"Streetcar Named Desire, A",Drama,1951
Children Of The Corn Iv: The Gathering,Horror,1996
"Leopard Son, The",Documentary,1996
Loser,Comedy,1991
Bird Of Prey,Action,1996
Palookaville,Action/Comedy,1996
"Associate, The",Comedy,1996
"Funeral, The",Crime/Drama,1996
Sleepover,Drama,1995
Drunks,Drama,1995
"People Vs. Larry Flynt, The",Comedy/Drama,1996
Glory Daze,Drama,1995
Plutonium Circus,Documentary,1995
"Perfect Candidate, A",Documentary,1996
On Golden Pond,Drama,1981
"Return Of The Pink Panther, The",Comedy/Crime,1975
Drop Dead Fred,Comedy/Fantasy,1991
"Abyss, The",Action/Adventure,1989
"Fog, The",Horror,1980
Escape From New York,Action/Adventure,1981
"Howling, The",Horror/Mystery,1980
Jean De Florette,Drama/Mystery,1986
Talking About Sex,Comedy/Drama,1994
Private Benjamin,Comedy,1980
Monty Python And The Holy Grail,Adventure/Comedy,1975
Hustler White,Romance,1996
Dadetown,Drama,1995
Everything Relative,Drama,1996
Entertaining Angels: The Dorothy Day Story,Drama,1996
Get Over It,Drama,1996
"Line King: The Al Hirschfeld Story, The",Documentary,1996
Snowriders,Documentary,1996
Curtis'S Charm,Comedy/Drama,1995
When We Were Kings,Documentary,1996
Wallace & Gromit: The Wrong Trousers,Animation/Children,1993
Faust,Animation/Comedy,1994
He Walked By Night,Crime/Film-Noir,1948
Raw Deal,Film-Noir,1948
T-Men,Film-Noir,1947
"Symphonie Pastorale, La",Drama,1946
Here Comes Cookie,Comedy,1935
Love In Bloom,Romance,1935
Six Of A Kind,Comedy,1934
"Ruling Class, The",Comedy/Drama,1972
Mina Tannenbaum,Drama,1994
"Bloody Child, The",Drama/Thriller,1996
Farmer & Chase,Comedy,1997
Dear God,Comedy,1996
Bad Moon,Action/Adventure,1996
American Dream,Documentary,1990
Best Of The Best 3: No Turning Back,Action,1995
Bob Roberts,Comedy,1992
"Cook The Thief His Wife & Her Lover, The",Comedy/Drama,1989
Delicatessen,Comedy/Drama,1991
Enchanted April,Drama/Romance,1992
Paths Of Glory,Drama/War,1957
"Grifters, The",Crime/Drama,1990
Hear My Song,Comedy,1991
"Shooter, The",Western,1997
"English Patient, The",Drama/Romance,1996
Mediterraneo,Comedy/Drama,1991
My Left Foot,Drama,1989
"Sex, Lies, And Videotape",Drama,1989
Passion Fish,Drama,1992
Strictly Ballroom,Comedy/Romance,1992
"Thin Blue Line, The",Documentary,1988
Madonna: Truth Or Dare,Documentary/Musical,1991
Paris Is Burning,Documentary,1990
One Flew Over The Cuckoo'S Nest,Drama,1975
Cheech And Chong'S Up In Smoke,Comedy,1978
Star Wars: Episode V - The Empire Strikes Back,Action/Adventure,1980
"Princess Bride, The",Action/Adventure,1987
Brazil,Fantasy/Sci-Fi,1985
Aliens,Action/Adventure,1986
Withnail & I,Comedy,1987
12 Angry Men,Drama,1957
Lawrence Of Arabia,Adventure/Drama,1962
"Clockwork Orange, A",Crime/Drama,1971
To Kill A Mockingbird,Drama,1962
Apocalypse Now,Action/Drama,1979
Star Wars: Episode Vi - Return Of The Jedi,Action/Adventure,1983
"Third Man, The",Film-Noir/Mystery,1949
Goodfellas,Crime/Drama,1990
Alien,Horror/Sci-Fi,1979
Army Of Darkness,Action/Adventure,1993
Ran,Drama/War,1985
Psycho,Crime/Horror,1960
"Blues Brothers, The",Action/Comedy,1980
"Godfather: Part Ii, The",Crime/Drama,1974
Full Metal Jacket,Drama/War,1987
"Grand Day Out With Wallace And Gromit, A",Adventure/Animation,1989
Henry V,Action/Drama,1989
Amadeus,Drama,1984
"Quiet Man, The",Drama/Romance,1952
Once Upon A Time In America,Crime/Drama,1984
Raging Bull,Drama,1980
Annie Hall,Comedy/Romance,1977
"Right Stuff, The",Drama,1983
Stalker,Drama/Mystery,1979
"Sting, The",Comedy/Crime,1973
Harold And Maude,Comedy/Drama,1971
Trust,Comedy/Drama,1990
Local Hero,Comedy,1983
"Terminator, The",Action/Sci-Fi,1984
Glory,Drama/War,1989
Rosencrantz And Guildenstern Are Dead,Comedy/Drama,1990
Manhattan,Comedy/Drama,1979
Miller'S Crossing,Crime/Drama,1990
Dead Poets Society,Drama,1989
"Graduate, The",Comedy/Drama,1967
Touch Of Evil,Crime/Film-Noir,1958
"Bridge On The River Kwai, The",Adventure/Drama,1957
Chinatown,Crime/Film-Noir,1974
"Day The Earth Stood Still, The",Drama/Sci-Fi,1951
"Treasure Of The Sierra Madre, The",Action/Adventure,1948
Bad Taste,Comedy/Horror,1987
Duck Soup,Comedy/Musical,1933
Better Off Dead...,Comedy/Romance,1985
"Shining, The",Horror,1980
Stand By Me,Adventure/Drama,1986
M,Crime/Film-Noir,1931
"Great Escape, The",Action/Adventure,1963
"Deer Hunter, The",Drama/War,1978
Diva,Action/Drama,1981
Groundhog Day,Comedy/Fantasy,1993
Unforgiven,Drama/Western,1992
"Manchurian Candidate, The",Crime/Thriller,1962
Pump Up The Volume,Comedy/Drama,1990
Arsenic And Old Lace,Comedy/Mystery,1944
Back To The Future,Adventure/Comedy,1985
Fried Green Tomatoes,Comedy/Crime,1991
Patton,Drama/War,1970
Down By Law,Comedy/Drama,1986
Akira,Action/Adventure,1988
Highlander,Action/Adventure,1986
Cool Hand Luke,Drama,1967
Cyrano De Bergerac,Comedy/Drama,1990
Young Frankenstein,Comedy/Fantasy,1974
Night On Earth,Comedy/Drama,1991
"Great Dictator, The",Comedy/Drama,1940
Fantasia,Animation/Children,1940
High Noon,Drama/Western,1952
"Big Sleep, The",Crime/Film-Noir,1946
Heathers,Comedy,1989
Somewhere In Time,Drama/Romance,1980
Ben-Hur,Action/Adventure,1959
This Is Spinal Tap,Comedy,1984
Some Kind Of Wonderful,Drama/Romance,1987
Indiana Jones And The Last Crusade,Action/Adventure,1989
Being There,Comedy/Drama,1979
Gandhi,Drama,1982
"Unbearable Lightness Of Being, The",Drama,1988
"Room With A View, A",Drama/Romance,1986
Real Genius,Comedy,1985
Pink Floyd: The Wall,Drama/Musical,1982
"Killing Fields, The",Drama/War,1984
Forbidden Planet,Drama/Sci-Fi,1956
Field Of Dreams,Children/Drama,1989
"Man Who Would Be King, The",Adventure/Drama,1975
Butch Cassidy And The Sundance Kid,Action/Western,1969
"Paris, Texas",Drama/Romance,1984
When Harry Met Sally...,Comedy/Romance,1989
I Shot A Man In Vegas,Comedy,1995
Parallel Sons,Drama/Romance,1995
Hype!,Documentary,1996
Santa With Muscles,Comedy,1996
Female Perversions,Drama,1996
Mad Dog Time,Crime,1996
Breathing Room,Romance,1996
Paris Was A Woman,Documentary,1995
Anna,Drama,1996
I'M Not Rappaport,Comedy,1996
Blue Juice,Comedy/Drama,1995
Kids Of Survival,Documentary,1996
"American Werewolf In London, An",Comedy/Horror,1981
Amityville 1992: It'S About Time,Horror,1992
Amityville 3-D,Horror,1983
Amityville: Dollhouse,Horror,1996
Amityville: A New Generation,Horror,1993
Amityville Ii: The Possession,Horror,1982
"Amityville Horror, The",Drama/Horror,1979
"Amityville Curse, The",Horror,1990
April Fool'S Day,Horror,1986
Audrey Rose,Horror,1977
"Believers, The",Horror/Thriller,1987
"Birds, The",Horror/Thriller,1963
"Blob, The",Horror/Sci-Fi,1958
Blood Beach,Horror/Mystery,1981
Body Parts,Horror/Thriller,1991
"Body Snatcher, The",Drama/Horror,1945
Burnt Offerings,Horror,1976
Candyman,Horror/Thriller,1992
Cape Fear,Thriller,1991
Cape Fear,Crime/Drama,1962
Carrie,Drama/Fantasy,1976
Cat People,Drama/Fantasy,1982
"Nightmare On Elm Street, A",Horror/Thriller,1984
"Omen, The",Horror/Mystery,1976
Albino Alligator,Crime/Thriller,1996
"Mirror Has Two Faces, The",Comedy/Drama,1996
Breaking The Waves,Drama/Mystery,1996
Nightwatch,Horror/Thriller,1997
Star Trek: First Contact,Action/Adventure,1996
Shine,Drama/Romance,1996
Sling Blade,Drama,1996
Jingle All The Way,Children/Comedy,1996
Paradise Lost: The Child Murders At Robin Hood Hills,Documentary,1996
"Preacher'S Wife, The",Drama,1996
Ridicule,Drama,1996
"Crucible, The",Drama,1996
101 Dalmatians,Adventure/Children,1996
Die Hard 2,Action/Adventure,1990
Star Trek: The Motion Picture,Adventure/Sci-Fi,1979
Star Trek Vi: The Undiscovered Country,Action/Mystery,1991
Star Trek V: The Final Frontier,Action/Sci-Fi,1989
Star Trek Ii: The Wrath Of Khan,Action/Adventure,1982
Star Trek Iii: The Search For Spock,Action/Adventure,1984
Star Trek Iv: The Voyage Home,Adventure/Comedy,1986
Batman Returns,Action/Crime,1992
Young Guns,Action/Comedy,1988
Young Guns Ii,Action/Western,1990
Grease,Comedy/Musical,1978
Grease 2,Comedy/Musical,1982
Marked For Death,Action/Drama,1990
Adrenalin: Fear The Rush,Action/Sci-Fi,1996
"Substance Of Fire, The",Drama,1996
Under Siege,Action/Drama,1992
Terror In A Texas Town,Western,1958
Jaws,Action/Horror,1975
Jaws 2,Horror/Thriller,1978
Jaws 3-D,Action/Horror,1983
My Fellow Americans,Comedy,1996
Mars Attacks!,Action/Comedy,1996
Citizen Ruth,Comedy/Drama,1996
Jerry Maguire,Drama/Romance,1996
Raising Arizona,Comedy,1987
Tin Men,Comedy/Drama,1987
Sneakers,Action/Comedy,1992
Bastard Out Of Carolina,Drama,1996
In Love And War,Romance/War,1996
Marvin'S Room,Drama,1996
Somebody Is Waiting,Drama,1996
Ghosts Of Mississippi,Drama,1996
Night Falls On Manhattan,Crime/Drama,1996
Beavis And Butt-Head Do America,Adventure/Animation,1996
La Cérémonie,Crime/Drama,1995
Scream,Comedy/Horror,1996
"Last Of The Mohicans, The",Action/Romance,1992
Michael,Comedy/Drama,1996
"Evening Star, The",Comedy/Drama,1996
Hamlet,Crime/Drama,1996
Some Mother'S Son,Drama,1996
"Whole Wide World, The",Drama,1996
Mother,Comedy,1996
Evita,Drama/Musical,1996
"Portrait Of A Lady, The",Drama,1996
Walkabout,Adventure/Drama,1971
Message To Love: The Isle Of Wight Festival,Documentary,1996
Grateful Dead,Documentary,1995
Murder At 1600,Crime/Drama,1997
Hearts And Minds,Drama,1996
Inside,Action,1996
Fierce Creatures,Comedy,1997
Zeus And Roxanne,Children,1997
Turbulence,Action/Thriller,1997
Angel Baby,Drama,1995
Underworld,Comedy/Thriller,1996
Beverly Hills Ninja,Action/Comedy,1997
Metro,Action/Comedy,1997
The Machine,Horror/Sci-Fi,1994
"Stranger, The",Action,1994
Falling In Love Again,Comedy,1980
"Cement Garden, The",Drama,1993
Dante'S Peak,Action/Thriller,1997
Meet Wally Sparks,Comedy,1997
Amos & Andrew,Comedy,1993
Benny & Joon,Comedy/Romance,1993
Prefontaine,Drama,1997
"Tickle In The Heart, A",Documentary,1996
Guantanamera,Comedy,1994
Mchale'S Navy,Comedy/War,1997
Gridlock'D,Crime,1997
Fire On The Mountain,Documentary,1996
Waiting For Guffman,Comedy,1996
"Beautician And The Beast, The",Comedy/Romance,1997
Suburbia,Comedy/Drama,1997
Hotel De Love,Comedy/Romance,1996
"Pest, The",Comedy,1997
Fools Rush In,Comedy/Drama,1997
Touch,Drama/Fantasy,1997
Absolute Power,Mystery/Thriller,1997
That Darn Cat,Children/Comedy,1997
Unforgotten: Twenty-Five Years After Willowbrook,Documentary,1996
That Old Feeling,Comedy/Romance,1997
Lost Highway,Crime/Drama,1997
Rosewood,Action/Drama,1997
Donnie Brasco,Crime/Drama,1997
Salut Cousin!,Comedy/Drama,1996
Booty Call,Comedy/Romance,1997
Rhyme & Reason,Documentary,1997
Boys Life 2,Drama,1997
City Of Industry,Crime/Thriller,1997
Best Men,Action/Comedy,1997
Kama Sutra: A Tale Of Love,Romance,1996
Private Parts,Comedy/Drama,1997
Love Jones,Romance,1997
"Saint, The",Action/Romance,1997
Smilla'S Sense Of Snow,Drama/Thriller,1997
"Van, The",Comedy/Drama,1996
Crash,Drama/Thriller,1996
"Daytrippers, The",Comedy/Drama,1996
Liar Liar,Comedy,1997
"Quiet Room, The",Drama,1996
Selena,Drama/Musical,1997
"Devil'S Own, The",Action/Drama,1997
Cats Don'T Dance,Animation/Children,1997
B*A*P*S,Comedy,1997
Love And Other Catastrophes,Romance,1996
Turbo: A Power Rangers Movie,Action/Adventure,1997
Anna Karenina,Drama/Romance,1997
Double Team,Action,1997
Inventing The Abbotts,Drama/Romance,1997
Anaconda,Action/Adventure,1997
