id,zipcode,sqft,bedrooms,bathrooms,floors,year_built,lot_size,garage_spaces,has_pool,has_fireplace,condition,heating_type,hoa_fee,days_on_market,walk_score,crime_rate,price,price_per_sqft,age,is_new
235,75013,1656,7,3.8,1,1990,14751,2,0,1,2,Electric,0.0,47,64.3,34.1,897291,541.84,35,0
236,75001,1869,1,3.5,1,1991,10335,1,0,0,5,Electric,312.43,166,62.6,48.1,747907,400.16,34,0
237,75006,1628,5,3.4,2,2012,6563,2,0,1,4,Gas,106.79,1,66.6,34.5,612641,376.32,13,0
238,75013,2341,8,2.2,2,1969,7958,1,0,0,4,Electric,0.0,86,46.8,51.8,915826,391.21,56,0
239,75009,1206,4,2.8,1,1985,12141,1,0,1,5,Gas,0.0,99,55.4,25.9,457906,379.69,40,0
240,75009,2498,4,3.3,1,1989,6661,3,0,0,5,Solar,0.0,108,50.4,34.1,665794,266.53,36,0
241,75001,1543,3,3.6,1,1982,7054,0,0,1,2,Gas,0.0,191,53.2,24.9,575666,373.08,43,0
242,75007,2227,5,3.0,1,1952,10009,1,0,1,3,Gas,0.0,158,44.5,39.9,692512,310.96,73,0
243,75013,1288,7,2.7,1,1968,1321,2,0,1,3,Gas,0.0,81,50.3,43.9,584211,453.58,57,0
244,75006,2287,6,1.0,1,1978,8558,2,0,0,5,Electric,449.17,26,58.4,26.3,765800,334.85,47,0
245,75001,2650,3,2.1,2,1977,5303,1,0,1,5,Gas,0.0,175,50.8,13.3,885723,334.24,48,0
246,75007,2006,3,1.2,2,1992,15425,1,0,0,2,Gas,0.0,38,60.9,51.3,593003,295.61,33,0
247,75013,2929,5,3.1,2,1953,7509,3,0,0,2,Electric,0.0,199,44.7,56.2,1144050,390.59,72,0
248,75006,1916,5,3.6,2,2009,12178,2,0,0,4,Gas,0.0,77,55.2,21.4,691706,361.02,16,0
249,75010,2247,6,3.2,2,1963,1433,1,0,0,3,Gas,0.0,90,71.5,70.2,915592,407.47,62,0
250,75010,1445,8,1.6,2,1991,8289,2,0,0,3,Gas,0.0,109,47.8,43.1,626636,433.66,34,0
251,75002,2263,3,1.0,2,1962,7227,1,0,0,4,Solar,330.11,142,53.7,32.9,804466,355.49,63,0
252,75007,1659,4,2.4,2,1967,10464,2,0,1,4,Gas,312.48,128,68.6,54.5,542812,327.19,58,0
253,75010,1568,5,2.0,1,2019,8313,3,1,1,4,Gas,0.0,47,63.5,28.2,703115,448.42,6,0
254,75007,2948,5,3.3,1,1999,973,1,0,1,2,Gas,625.75,60,50.7,16.4,851005,288.67,26,0
255,75002,1238,3,1.1,2,1950,5152,1,0,1,4,Gas,0.0,17,64.3,48.7,537910,434.5,75,0
256,75013,1931,5,2.6,1,2022,1296,2,0,0,2,Gas,259.12,192,73.4,26.1,932208,482.76,3,1
257,75010,2428,3,4.1,1,2012,5122,1,0,1,4,Gas,571.34,62,74.2,45.8,833304,343.21,13,0
258,75013,2140,6,1.8,1,1977,6493,1,0,1,5,Electric,0.0,166,56.9,7.3,792821,370.48,48,0
259,75001,892,5,1.4,2,1998,1041,1,0,0,5,Electric,526.97,118,46.7,38.7,430235,482.33,27,0
260,75002,2362,3,2.2,1,2003,8520,1,1,0,3,Solar,185.83,128,52.1,35.6,792010,335.31,22,0
261,75009,1173,2,3.4,1,1992,4564,2,0,1,3,Solar,0.0,155,65.4,35.8,322239,274.71,33,0
262,75001,1734,3,2.1,2,2015,9063,1,0,1,5,Gas,0.0,17,77.8,54.6,732892,422.66,10,0
263,75013,1853,5,2.4,1,2021,1022,1,0,0,3,Gas,0.0,141,81.6,27.3,755511,407.72,4,1
264,75002,400,7,1.9,1,1951,7031,3,0,0,5,Electric,0.0,63,51.7,53.0,325269,813.17,74,0
265,75006,1936,3,1.5,1,1973,6855,1,0,0,4,Gas,0.0,144,64.3,50.3,708345,365.88,52,0
266,75002,2400,7,1.4,2,1978,5063,1,0,1,4,Electric,0.0,33,71.0,66.8,839392,349.75,47,0
267,75001,1898,2,3.0,1,1981,11209,2,0,0,3,Gas,456.27,43,69.4,39.2,815984,429.92,44,0
268,75002,2111,8,1.6,1,2003,4887,1,0,0,2,Electric,0.0,21,74.1,33.7,842079,398.9,22,0
269,75006,3357,3,2.1,1,2024,5998,2,0,1,3,Electric,0.0,51,94.1,45.5,830986,247.54,1,1
270,75009,2675,5,1.8,1,1999,9538,1,0,0,3,Gas,0.0,180,56.0,13.5,607155,226.97,26,0
271,75002,2036,5,2.1,2,1982,7848,1,0,0,5,Electric,0.0,6,59.0,28.8,634003,311.4,43,0
272,75006,3552,2,2.8,2,1983,8985,0,0,0,4,Gas,0.0,123,45.3,27.2,992985,279.56,42,0
273,75001,1618,5,1.8,1,1962,11227,1,0,0,3,Gas,0.0,169,29.3,36.9,632283,390.78,63,0
274,75006,2312,1,2.1,2,2011,6925,2,0,0,2,Electric,0.0,48,53.7,29.9,595133,257.41,14,0
275,75009,1054,8,3.2,2,1995,3212,2,0,1,4,Gas,0.0,80,73.0,64.7,464353,440.56,30,0
276,75002,2239,2,2.9,1,2009,7562,2,0,0,5,Gas,0.0,30,59.7,55.4,817936,365.31,16,0
277,75009,1933,6,3.1,2,1997,2461,3,0,1,2,Electric,0.0,88,61.1,58.6,544566,281.72,28,0
278,75002,2036,6,2.8,1,2009,6582,2,0,1,5,Gas,0.0,119,67.5,43.0,776887,381.58,16,0
279,75009,2222,6,3.0,2,1982,3933,1,0,0,5,Electric,612.28,122,88.4,21.8,666523,299.97,43,0
280,75001,2168,1,2.4,1,1983,4099,3,0,0,4,Electric,0.0,71,77.3,50.2,774583,357.28,42,0
281,75013,1356,5,1.5,2,1972,2122,2,0,0,5,Electric,0.0,130,60.4,57.7,678169,500.12,53,0
282,75001,1770,3,2.1,1,1951,16685,0,0,0,3,Electric,0.0,89,48.9,19.9,644274,364.0,74,0
283,75001,2004,4,2.9,2,2020,1588,0,0,0,3,Electric,0.0,44,74.7,32.9,823237,410.8,5,1
284,75010,1142,6,2.7,1,1993,1078,3,1,1,4,Electric,0.0,162,84.2,41.8,654244,572.89,32,0
285,75001,2482,6,2.4,2,1964,3873,1,0,0,3,Solar,0.0,54,70.9,46.9,956447,385.35,61,0
286,75010,3130,4,2.6,1,1967,9968,2,0,1,1,Gas,0.0,198,85.9,56.9,1125224,359.5,58,0
287,75013,2182,7,3.5,2,1981,2935,2,0,1,3,Solar,0.0,86,58.6,16.2,944288,432.76,44,0
288,75013,1683,3,2.7,2,1974,9464,2,0,0,3,Gas,0.0,122,81.3,34.4,765315,454.73,51,0
289,75010,619,3,3.6,1,2008,8417,3,1,0,5,Gas,0.0,81,60.0,35.0,558760,902.68,17,0
290,75013,1087,5,1.8,1,2001,4768,2,1,1,2,Electric,0.0,70,61.4,35.5,677353,623.14,24,0
291,75007,2204,4,1.6,2,1959,5365,2,0,0,5,Electric,0.0,19,70.0,25.3,700781,317.96,66,0
292,75013,2757,2,3.5,2,2004,6391,1,0,0,5,Gas,0.0,11,53.4,58.2,1150299,417.23,21,0
293,75006,1868,3,2.8,1,1960,9021,2,1,0,1,Gas,0.0,184,49.8,47.7,591609,316.71,65,0
294,75013,1108,1,3.2,2,1972,6949,0,1,1,3,Electric,0.0,187,85.1,36.4,583570,526.69,53,0
295,75001,1477,3,2.9,2,2023,6276,3,0,1,4,Gas,0.0,87,62.2,61.9,682383,462.01,2,1
296,75013,1657,4,1.1,2,1982,7741,2,0,1,5,Gas,542.39,42,95.1,26.0,759876,458.59,43,0
297,75010,840,6,1.8,2,2006,10057,1,0,0,2,Gas,87.01,91,81.2,49.8,465611,554.3,19,0
298,75010,1814,2,2.4,1,2013,6072,2,0,1,4,Electric,782.48,176,54.7,78.7,722878,398.5,12,0
299,75001,2535,3,1.2,1,1950,5228,1,0,0,3,Gas,0.0,21,70.9,52.2,765785,302.08,75,0
300,75009,991,4,2.2,1,1969,1890,2,0,1,1,Electric,0.0,32,65.4,35.3,300215,302.94,56,0
301,75001,1664,6,2.8,1,2002,5974,1,0,1,2,Electric,0.0,133,62.7,50.5,719624,432.47,23,0
302,75010,785,2,2.2,2,2010,3297,2,0,1,3,Electric,0.0,137,66.3,51.3,422917,538.75,15,0
303,75001,1509,8,3.1,2,2013,8435,2,0,1,3,Gas,0.0,94,90.5,31.3,776947,514.88,12,0
304,75001,1911,6,1.6,1,1950,3960,0,0,1,2,Electric,0.0,184,37.7,68.9,645521,337.79,75,0
305,75002,2613,3,2.7,2,2006,2364,2,1,1,4,Gas,0.0,162,82.5,56.6,876260,335.35,19,0
306,75013,2273,6,1.8,2,2009,8534,2,1,1,5,Gas,0.0,168,57.9,49.1,946577,416.44,16,0
307,75006,1290,1,1.5,1,1986,9456,2,0,0,3,Solar,0.0,82,65.8,24.3,539493,418.21,39,0
308,75009,2056,3,3.0,1,1965,6848,3,0,0,3,Solar,0.0,82,71.7,42.8,489941,238.3,60,0
309,75009,1800,5,3.0,2,1951,4898,1,0,1,3,Electric,0.0,164,67.9,30.7,451121,250.62,74,0
310,75002,1992,2,3.8,1,1993,7735,0,0,0,3,Gas,0.0,37,62.9,35.7,620729,311.61,32,0
311,75009,1880,4,3.5,2,1989,16036,1,0,0,4,Electric,0.0,85,66.5,34.2,515915,274.42,36,0
312,75010,2188,3,1.1,1,2007,300,1,0,1,5,Solar,751.4,11,40.9,40.4,929677,424.9,18,0
313,75002,2109,3,3.4,1,1965,8672,0,1,0,5,Electric,0.0,131,50.2,33.7,639486,303.22,60,0
314,75007,2520,2,2.2,1,1968,7042,3,0,0,1,Solar,0.0,29,67.3,47.2,696614,276.43,57,0
315,75007,2070,4,2.2,2,1978,10308,2,0,0,3,Solar,0.0,79,98.2,29.6,640041,309.2,47,0
316,75013,3014,3,1.6,2,2015,8804,2,0,1,2,Gas,90.56,24,66.3,28.0,1148863,381.18,10,0
317,75009,2312,5,1.1,2,1966,6668,0,0,0,1,None,615.99,110,86.3,57.0,487415,210.82,59,0
318,75013,2887,2,1.1,2,1952,9678,1,0,0,2,Electric,173.68,22,89.3,49.9,996160,345.05,73,0
319,75009,2432,5,1.8,1,1961,8557,2,0,0,3,Gas,521.77,57,59.5,28.0,576773,237.16,64,0
320,75009,1596,4,3.5,2,1998,5983,2,0,0,4,Gas,0.0,63,34.7,59.9,446286,279.63,27,0
321,75001,2746,8,1.3,2,1968,300,1,0,0,2,Gas,0.0,94,83.5,33.5,951558,346.53,57,0
322,75007,2711,2,3.3,2,2023,8892,0,0,0,1,Electric,0.0,61,36.0,18.6,729495,269.09,2,1
323,75013,400,2,2.9,1,1955,4925,1,0,1,4,Electric,0.0,80,63.1,60.9,337149,842.87,70,0
324,75002,1671,4,2.2,1,1957,8222,2,0,1,2,Electric,0.0,91,32.2,35.2,571664,342.11,68,0
325,75001,2866,7,2.2,2,2003,4946,2,0,1,4,Gas,0.0,48,85.9,48.9,967133,337.45,22,0
326,75007,2633,5,1.7,2,1988,3098,3,0,0,2,None,205.5,57,46.9,44.7,812742,308.68,37,0
327,75006,1124,5,1.4,2,1971,11114,3,1,1,4,Solar,0.0,60,66.2,48.6,478010,425.28,54,0
328,75013,2515,2,2.6,1,1955,10767,1,0,0,3,Gas,0.0,165,23.2,49.2,1011655,402.25,70,0
329,75001,3036,3,3.1,2,2017,15211,1,0,1,1,Gas,0.0,180,71.9,30.4,1060090,349.17,8,0
330,75013,2364,2,3.8,2,2010,8278,1,0,0,3,None,0.0,147,53.9,54.4,910613,385.2,15,0
331,75010,1114,2,2.4,1,1958,4414,2,0,1,4,Gas,0.0,69,50.0,37.3,549806,493.54,67,0
332,75013,1530,3,1.3,1,2000,4224,2,0,1,4,Electric,0.0,75,58.6,14.1,757207,494.91,25,0
333,75009,2240,3,2.5,1,1965,5250,1,0,1,3,Solar,0.0,161,69.8,15.1,565133,252.29,60,0
334,75010,1871,2,2.1,2,1990,8352,0,0,0,4,Gas,0.0,61,56.5,25.8,660385,352.96,35,0
335,75006,2767,6,2.7,2,2021,3020,1,0,0,4,Solar,483.33,171,47.9,46.4,884175,319.54,4,1
336,75006,2439,1,2.4,1,1985,9514,1,0,1,4,Solar,391.95,51,94.9,18.2,783107,321.08,40,0
337,75006,3178,7,1.8,1,1997,9975,2,0,1,3,Electric,0.0,15,60.0,59.1,782317,246.17,28,0
338,75010,2612,2,2.3,1,1994,1420,3,0,0,3,Gas,0.0,121,71.9,42.4,989410,378.79,31,0
339,75006,2332,3,1.2,1,1983,6699,3,0,0,1,Electric,330.36,1,72.8,26.1,647210,277.53,42,0
340,75002,1811,4,1.2,1,1982,10287,0,0,0,3,Gas,465.05,17,69.9,50.8,521728,288.09,43,0
341,75013,2843,2,3.2,2,2008,3677,2,0,1,2,Solar,0.0,195,84.3,36.0,986310,346.93,17,0
342,75013,2003,4,1.8,1,1965,10494,1,1,0,3,Gas,0.0,80,60.4,71.8,816171,407.47,60,0
343,75006,1384,5,2.3,1,2014,3810,2,0,0,2,Gas,0.0,79,71.9,15.1,540987,390.89,11,0
344,75009,2029,7,3.5,1,1991,7062,2,0,0,2,Gas,573.42,119,71.5,52.9,565136,278.53,34,0
345,75002,1945,1,1.8,2,1991,9729,1,0,1,2,Gas,0.0,2,75.1,36.5,642305,330.23,34,0
346,75002,1404,7,3.7,2,1961,5052,0,0,1,2,Electric,0.0,85,100.0,50.4,553892,394.51,64,0
347,75006,2497,5,2.0,2,2016,8342,3,0,0,4,Electric,0.0,147,38.5,27.0,720543,288.56,9,0
348,75006,1916,2,1.6,1,1973,8551,1,0,1,5,Gas,0.0,164,54.5,12.6,548783,286.42,52,0
349,75013,2237,3,3.7,2,2011,8841,1,0,1,4,Gas,0.0,50,76.9,36.2,960540,429.39,14,0
350,75010,1531,8,2.5,2,1955,9732,1,0,1,4,Electric,0.0,49,70.7,44.2,651311,425.42,70,0
351,75010,1901,4,1.1,2,2009,7147,2,0,0,4,Electric,0.0,124,57.7,32.9,749136,394.07,16,0
352,75013,2465,2,1.6,2,1982,4215,1,0,1,5,Electric,0.0,197,77.8,38.3,907382,368.11,43,0
353,75007,1852,4,2.9,1,1977,10710,2,1,0,5,Solar,0.0,185,60.5,53.0,604362,326.33,48,0
354,75002,1781,1,3.1,1,1980,2018,2,0,1,4,Gas,0.0,107,75.5,50.0,579673,325.48,45,0
355,75001,3311,1,2.9,1,1977,8012,1,0,0,4,Gas,453.78,188,66.0,14.6,1264206,381.82,48,0
356,75006,2190,3,2.1,1,1983,8118,1,0,1,5,Gas,0.0,188,56.3,41.3,745006,340.19,42,0
357,75001,2440,1,2.4,1,1987,8319,2,0,1,4,Electric,0.0,110,88.3,33.3,937162,384.08,38,0
358,75001,2448,4,2.5,2,2009,10753,2,0,0,3,Gas,0.0,119,57.0,58.2,889909,363.52,16,0
359,75009,2058,5,1.9,2,1993,12184,3,0,1,2,Electric,0.0,56,58.2,20.3,576384,280.07,32,0
360,75006,2317,2,1.6,1,2022,6510,2,0,0,2,Gas,0.0,15,62.0,84.6,686343,296.22,3,1
361,75009,1416,2,3.0,2,1989,9848,1,0,1,4,Gas,0.0,106,62.5,16.9,368617,260.32,36,0
362,75002,2869,3,2.8,2,1974,10324,3,0,0,5,Electric,472.65,7,67.9,34.4,1058690,369.01,51,0
363,75010,2748,2,2.1,1,1968,10891,0,0,0,3,Gas,0.0,42,60.4,42.8,970404,353.13,57,0
364,75002,2114,4,2.9,2,1993,1540,2,0,0,3,Gas,412.85,8,43.9,49.2,730350,345.48,32,0
365,75002,2004,5,4.2,2,2015,6639,1,0,1,4,Gas,0.0,127,67.8,41.0,630656,314.7,10,0
366,75010,1256,3,2.3,2,2011,8880,1,0,0,5,None,170.54,147,40.5,33.7,650411,517.84,14,0
367,75009,2618,3,1.8,2,1960,1422,1,0,0,5,Electric,0.0,179,32.7,25.6,662116,252.91,65,0
368,75006,1847,5,1.0,1,1994,1763,3,0,1,4,Solar,0.0,2,75.0,14.5,626543,339.22,31,0
369,75009,2366,6,1.5,1,2011,7375,3,0,0,4,Solar,0.0,11,76.8,57.7,595478,251.68,14,0
370,75010,1136,7,1.9,1,1954,6164,2,0,0,2,Electric,0.0,117,72.1,60.9,548649,482.97,71,0
371,75013,2379,3,3.7,2,1976,10607,2,0,0,4,Gas,740.98,118,76.3,44.0,908349,381.82,49,0
372,75009,1895,8,1.4,1,1996,4485,2,0,0,4,Electric,0.0,123,88.7,48.7,544870,287.53,29,0
373,75002,2007,2,2.1,1,1953,7825,2,0,0,5,Electric,117.23,139,61.1,37.1,621097,309.47,72,0
374,75010,1149,3,2.1,1,1999,5194,2,0,0,3,Electric,0.0,110,68.7,27.2,583721,508.03,26,0
375,75010,2407,4,1.8,2,1998,1537,1,0,1,5,Electric,467.55,74,58.7,40.8,839693,348.85,27,0
376,75002,1632,2,1.7,1,1960,8024,1,0,0,4,Gas,0.0,166,51.0,34.9,564854,346.11,65,0
377,75010,1972,4,1.8,1,2007,8708,2,0,1,3,Gas,0.0,174,80.1,36.5,894229,453.46,18,0
378,75007,2483,4,3.1,2,1988,7547,0,0,0,4,Gas,0.0,37,80.9,32.0,704080,283.56,37,0
379,75010,1949,5,2.0,1,2018,7017,1,0,1,1,Electric,0.0,188,66.8,51.4,733160,376.17,7,0
380,75002,3192,4,3.9,2,1962,13644,2,0,0,1,Solar,0.0,82,57.9,27.6,820794,257.14,63,0
381,75006,1461,3,2.4,1,1969,10404,1,0,0,5,Electric,250.89,152,67.2,28.7,586341,401.33,56,0
382,75013,2144,5,1.8,2,1983,8734,2,0,1,5,Solar,187.91,36,59.9,34.8,825216,384.9,42,0
383,75010,2248,5,3.3,1,2003,3240,0,0,1,4,None,747.49,156,83.5,44.2,974725,433.6,22,0
384,75010,1389,5,2.1,1,1967,4597,2,0,1,3,Solar,0.0,27,55.9,35.9,585577,421.58,58,0
385,75010,2052,2,1.3,1,1985,11720,3,0,1,4,Electric,778.95,179,23.7,37.6,779846,380.04,40,0
386,75002,1883,5,1.8,1,2009,11776,1,0,0,5,Gas,0.0,9,74.8,29.0,701748,372.68,16,0
387,75007,2135,3,3.3,2,1998,10718,0,0,0,3,Gas,0.0,152,64.0,50.9,668859,313.28,27,0
388,75010,2272,4,2.5,1,1960,9266,2,0,0,4,Gas,0.0,1,65.8,63.9,902366,397.17,65,0
389,75010,2839,6,2.4,1,1994,4879,1,0,1,4,Solar,0.0,62,66.5,38.0,1150609,405.29,31,0
390,75001,2173,4,1.5,2,2000,10623,2,0,1,5,Electric,0.0,130,64.9,38.0,736444,338.91,25,0
391,75001,2328,3,1.7,1,1973,8845,2,0,0,4,Gas,0.0,112,79.6,0.0,769021,330.34,52,0
392,75006,2900,6,2.2,2,1979,6665,1,0,0,2,Gas,0.0,93,54.3,59.5,762261,262.85,46,0
393,75013,1049,3,2.3,2,1978,3650,0,1,1,3,Solar,0.0,127,66.4,37.4,584241,556.95,47,0
394,75007,1843,3,2.2,1,1956,3624,2,0,0,2,Gas,70.78,94,89.0,42.7,526576,285.72,69,0
395,75002,2023,4,1.9,2,1984,564,2,0,0,4,Electric,0.0,179,73.1,42.8,622350,307.64,41,0
396,75006,1067,3,1.0,2,1970,5622,2,0,1,4,Gas,0.0,165,65.6,64.7,446523,418.48,55,0
397,75002,2046,4,4.0,2,1974,7727,3,0,0,1,Gas,0.0,129,94.5,42.3,680768,332.73,51,0
398,75007,587,1,1.9,1,2009,10007,1,0,0,3,Electric,0.0,184,62.6,17.9,307594,524.01,16,0
399,75002,2423,5,3.2,2,1978,9128,3,0,0,4,Gas,589.93,193,81.5,42.3,808607,333.72,47,0
400,75010,1113,3,2.6,1,1999,8551,2,0,1,4,Solar,588.48,62,58.5,34.0,574955,516.58,26,0
401,75007,1249,6,2.1,1,1981,8542,0,0,1,3,Electric,125.51,81,55.6,50.2,434459,347.85,44,0
402,75002,2315,5,1.3,2,1997,8565,1,0,1,4,Gas,85.34,66,55.5,47.7,774728,334.66,28,0
403,75013,999,1,2.3,1,1959,5198,1,0,0,3,None,0.0,31,51.0,40.4,484691,485.18,66,0
404,75006,3232,4,3.9,2,2012,10992,2,0,1,4,Gas,0.0,113,58.1,35.6,869332,268.98,13,0
405,75013,2070,2,3.5,2,2018,12184,3,0,0,3,Electric,0.0,53,60.9,40.8,885936,427.99,7,0
406,75001,1942,4,2.5,1,1976,10542,2,0,1,3,Gas,0.0,49,84.9,41.4,690758,355.69,49,0
407,75010,2722,1,4.2,1,1960,8549,3,0,0,3,Solar,0.0,117,80.5,30.2,1066268,391.72,65,0
408,75007,1952,8,3.1,1,1971,2951,2,1,0,4,Gas,0.0,60,61.4,25.8,660307,338.27,54,0
409,75007,2144,3,2.5,2,1971,7099,2,0,0,3,Gas,257.59,101,57.3,52.6,569139,265.46,54,0
410,75001,1906,5,2.8,1,1982,9491,2,0,0,5,Gas,0.0,78,77.6,48.9,730048,383.03,43,0
411,75001,1699,8,2.7,2,2017,4943,3,0,0,2,Gas,0.0,55,61.5,28.6,701930,413.14,8,0
412,75006,2223,6,3.5,2,1961,7029,0,0,0,4,Gas,677.33,174,83.7,38.6,735590,330.9,64,0
413,75013,2315,5,2.7,1,1984,3415,1,0,1,4,Gas,0.0,93,100.0,19.8,1185025,511.89,41,0
414,75009,1236,7,2.5,1,1964,6336,2,0,0,2,Electric,0.0,83,54.5,74.2,415620,336.26,61,0
415,75006,1471,2,2.4,1,1958,667,2,0,1,5,Electric,0.0,55,80.1,25.3,546504,371.52,67,0
416,75009,1604,3,1.8,2,1995,4858,2,0,1,2,Electric,0.0,81,51.9,54.4,457706,285.35,30,0
417,75002,1982,4,3.0,2,1954,4976,2,0,1,3,Electric,0.0,35,85.7,61.8,766018,386.49,71,0
418,75002,2207,4,2.0,2,2022,5553,2,0,0,3,Gas,0.0,119,46.9,50.2,796035,360.69,3,1
419,75006,3294,6,1.3,1,2013,11314,1,0,1,3,Gas,0.0,145,72.9,44.4,774034,234.98,12,0
420,75013,2165,4,2.2,2,2020,6591,2,0,1,2,Electric,0.0,101,65.2,3.2,938536,433.5,5,1
421,75009,1895,6,3.3,2,2009,457,1,1,0,2,Electric,266.79,83,69.6,58.0,459427,242.44,16,0
422,75002,1571,6,2.0,1,2009,9972,1,0,1,5,None,0.0,128,43.4,44.9,640250,407.54,16,0
423,75013,2591,4,1.8,1,2018,4536,3,0,1,1,Electric,644.16,75,49.9,45.6,986053,380.57,7,0
424,75010,1993,4,2.6,1,1970,9132,1,0,1,3,Electric,504.21,125,57.6,51.6,793197,397.99,55,0
425,75006,2205,3,2.2,2,1998,9081,2,0,1,3,Gas,0.0,187,63.4,18.9,714419,324.0,27,0
426,75013,2000,1,2.7,1,1968,12761,1,0,1,5,Gas,0.0,104,69.0,50.4,857692,428.85,57,0
427,75013,2330,5,3.2,1,1966,3596,2,0,0,3,Gas,757.11,38,60.7,38.7,906022,388.85,59,0
428,75007,2287,3,3.1,2,1970,7474,3,0,0,4,Gas,157.91,92,66.1,52.7,806249,352.54,55,0
429,75010,2224,2,2.2,2,1957,4834,1,0,0,4,Electric,653.16,69,48.5,32.0,889671,400.03,68,0
430,75007,2002,4,2.6,1,2011,8702,2,0,1,4,Gas,0.0,136,68.7,41.5,632247,315.81,14,0
431,75002,2056,4,3.5,1,1958,9403,1,0,1,3,Electric,0.0,76,51.7,33.4,771720,375.35,67,0
432,75001,2229,4,2.7,1,1997,6158,1,0,1,4,Solar,0.0,156,100.0,24.1,915198,410.59,28,0
433,75002,845,6,1.2,2,1998,5026,1,0,1,4,Electric,0.0,137,32.2,53.0,433849,513.43,27,0
434,75002,1980,5,3.0,1,1961,5365,2,0,0,5,None,0.0,147,78.9,52.0,745361,376.44,64,0
435,75006,2588,4,1.7,2,2007,9887,2,0,1,2,Electric,57.9,179,61.5,33.5,749218,289.5,18,0
436,75002,1712,4,2.7,2,1964,1205,0,0,1,3,Gas,0.0,121,57.3,25.1,605308,353.57,61,0
437,75013,746,2,1.4,1,1966,5695,1,0,0,3,None,0.0,61,67.2,47.2,432633,579.94,59,0
438,75001,1169,3,2.4,2,1973,1015,1,1,0,3,Electric,152.87,78,88.7,26.0,607767,519.9,52,0
439,75009,2045,1,2.4,1,2002,300,2,0,0,4,Gas,541.71,121,52.0,45.6,448170,219.15,23,0
440,75007,1568,3,1.7,1,1974,7292,0,0,1,4,Electric,0.0,196,70.8,48.4,563084,359.11,51,0
441,75007,2080,4,3.5,2,1952,8500,3,0,0,1,Gas,0.0,110,62.6,55.0,568211,273.18,73,0
442,75006,1989,1,2.2,2,1983,16133,1,0,1,3,Gas,0.0,60,71.5,11.0,616717,310.06,42,0
443,75013,1719,2,4.0,2,1953,6729,2,0,1,5,Gas,0.0,172,83.6,18.5,685873,399.0,72,0
444,75002,1451,3,2.3,2,1970,4278,1,0,1,3,Gas,0.0,96,57.2,38.8,547631,377.42,55,0
445,75001,2117,5,1.5,1,2014,3180,0,0,0,3,Gas,0.0,93,94.5,45.6,676341,319.48,11,0
446,75013,2041,2,1.5,2,1962,6850,2,0,1,5,Electric,0.0,71,47.1,40.0,723863,354.66,63,0
447,75013,1926,8,2.2,2,1980,6682,2,0,0,3,None,0.0,3,84.7,28.1,816865,424.13,45,0
448,75002,2523,3,2.7,1,1988,9725,2,0,0,3,Electric,0.0,120,57.4,26.3,778309,308.49,37,0
449,75009,2121,5,1.0,1,2005,3234,0,1,0,5,Gas,0.0,127,36.5,31.9,585106,275.86,20,0
450,75001,1642,1,3.3,1,1992,7581,1,0,0,3,Electric,727.52,3,56.6,63.7,671394,408.89,33,0
451,75001,1785,6,3.1,2,1973,6720,0,0,1,2,Electric,328.36,126,61.3,0.0,680586,381.28,52,0
452,75010,1963,3,2.3,2,1988,7833,2,0,1,1,Gas,0.0,33,51.5,21.0,730963,372.37,37,0
453,75007,2074,4,3.3,1,2002,8496,2,0,1,2,None,0.0,165,48.6,16.2,670004,323.05,23,0
454,75010,2802,2,1.5,2,2016,5416,1,1,0,3,Electric,0.0,116,80.1,36.8,957705,341.79,9,0
455,75013,3013,5,3.1,1,2003,7485,2,0,1,4,Gas,0.0,17,76.2,51.1,1062564,352.66,22,0
456,75002,1719,6,1.4,2,1958,3836,0,0,0,4,Gas,0.0,187,67.8,55.9,489287,284.63,67,0
457,75001,1388,3,1.9,2,1997,12328,2,0,1,5,Electric,0.0,68,89.4,41.9,629283,453.37,28,0
458,75001,1674,6,2.7,2,1981,4706,1,1,0,5,Gas,0.0,156,100.0,32.6,839117,501.26,44,0
459,75010,2252,6,2.2,1,1971,9129,1,0,1,5,Gas,724.31,106,74.9,50.1,918021,407.65,54,0
460,75013,2500,5,2.7,2,2009,4718,2,0,1,2,Electric,0.0,158,94.6,24.5,942371,376.95,16,0
461,75007,1755,4,2.4,1,2007,823,1,0,1,3,Gas,0.0,137,69.0,39.4,481283,274.24,18,0
462,75006,1451,6,2.9,1,2006,6349,2,1,1,5,Gas,0.0,116,86.6,35.6,696135,479.76,19,0
463,75009,2229,2,1.9,1,2001,6997,1,0,0,2,Gas,468.85,147,53.1,44.1,557952,250.31,24,0
464,75013,2374,4,2.1,2,2017,8485,1,0,0,4,Electric,0.0,20,91.0,37.1,922575,388.62,8,0
465,75010,2621,4,3.0,2,1965,9265,1,0,0,5,Gas,383.2,27,76.7,49.9,1120516,427.51,60,0
466,75002,1617,5,1.9,1,1986,10988,1,0,0,2,Gas,0.0,166,31.6,49.3,566819,350.54,39,0
467,75010,2197,3,1.1,2,2019,6146,1,0,1,3,Solar,0.0,138,68.4,53.8,839784,382.24,6,0
468,75001,1021,2,2.0,1,2023,8086,0,0,0,4,Gas,0.0,180,52.1,28.2,486344,476.34,2,1
469,75002,1937,6,2.6,2,2002,12638,1,0,1,3,Electric,0.0,159,52.1,36.6,699437,361.09,23,0
470,75009,2431,4,3.1,2,1952,7047,1,0,0,2,Gas,0.0,154,64.0,37.9,564307,232.13,73,0
